Orthogroup	apple_prot	fruticosa_prot	peach_prot	subA___prot	subA_prot	subB_prot	sweet_cherry_prot	Total
OG0027178	2	0	0	0	0	0	0	2
OG0027179	1	0	1	0	0	0	0	2
OG0027180	2	0	0	0	0	0	0	2
OG0027181	2	0	0	0	0	0	0	2
OG0027182	1	0	1	0	0	0	0	2
OG0027183	2	0	0	0	0	0	0	2
OG0027184	2	0	0	0	0	0	0	2
OG0027185	2	0	0	0	0	0	0	2
OG0027186	1	0	1	0	0	0	0	2
OG0027187	2	0	0	0	0	0	0	2
OG0027188	2	0	0	0	0	0	0	2
OG0027189	2	0	0	0	0	0	0	2
OG0027190	2	0	0	0	0	0	0	2
OG0027191	2	0	0	0	0	0	0	2
OG0027192	2	0	0	0	0	0	0	2
OG0027193	1	0	1	0	0	0	0	2
OG0027194	2	0	0	0	0	0	0	2
OG0027195	1	1	0	0	0	0	0	2
OG0027196	2	0	0	0	0	0	0	2
OG0027197	2	0	0	0	0	0	0	2
OG0027198	2	0	0	0	0	0	0	2
OG0027199	1	0	0	0	0	0	1	2
OG0027200	2	0	0	0	0	0	0	2
OG0027201	1	1	0	0	0	0	0	2
OG0027202	1	1	0	0	0	0	0	2
OG0027203	2	0	0	0	0	0	0	2
OG0027204	1	1	0	0	0	0	0	2
OG0027205	2	0	0	0	0	0	0	2
OG0027206	2	0	0	0	0	0	0	2
OG0027207	2	0	0	0	0	0	0	2
OG0027208	2	0	0	0	0	0	0	2
OG0027209	1	1	0	0	0	0	0	2
OG0027210	2	0	0	0	0	0	0	2
OG0027211	2	0	0	0	0	0	0	2
OG0027212	1	1	0	0	0	0	0	2
OG0027213	2	0	0	0	0	0	0	2
OG0027214	2	0	0	0	0	0	0	2
OG0027215	2	0	0	0	0	0	0	2
OG0027216	2	0	0	0	0	0	0	2
OG0027217	2	0	0	0	0	0	0	2
OG0027218	2	0	0	0	0	0	0	2
OG0027219	2	0	0	0	0	0	0	2
OG0027220	1	1	0	0	0	0	0	2
OG0027221	1	0	1	0	0	0	0	2
OG0027222	1	1	0	0	0	0	0	2
OG0027223	2	0	0	0	0	0	0	2
OG0027224	2	0	0	0	0	0	0	2
OG0027225	2	0	0	0	0	0	0	2
OG0027226	2	0	0	0	0	0	0	2
OG0027227	1	0	0	0	1	0	0	2
OG0027228	2	0	0	0	0	0	0	2
OG0027229	1	1	0	0	0	0	0	2
OG0027230	2	0	0	0	0	0	0	2
OG0027231	2	0	0	0	0	0	0	2
OG0027232	2	0	0	0	0	0	0	2
OG0027233	2	0	0	0	0	0	0	2
OG0027234	1	1	0	0	0	0	0	2
OG0027235	2	0	0	0	0	0	0	2
OG0027236	1	1	0	0	0	0	0	2
OG0027237	2	0	0	0	0	0	0	2
OG0027238	1	0	1	0	0	0	0	2
OG0027239	2	0	0	0	0	0	0	2
OG0027240	2	0	0	0	0	0	0	2
OG0027241	2	0	0	0	0	0	0	2
OG0027242	1	0	0	1	0	0	0	2
OG0027243	2	0	0	0	0	0	0	2
OG0027244	2	0	0	0	0	0	0	2
OG0027245	2	0	0	0	0	0	0	2
OG0027246	2	0	0	0	0	0	0	2
OG0027247	2	0	0	0	0	0	0	2
OG0027248	1	0	0	1	0	0	0	2
OG0027249	1	1	0	0	0	0	0	2
OG0027250	2	0	0	0	0	0	0	2
OG0027251	2	0	0	0	0	0	0	2
OG0027252	2	0	0	0	0	0	0	2
OG0027253	2	0	0	0	0	0	0	2
OG0027254	2	0	0	0	0	0	0	2
OG0027255	1	1	0	0	0	0	0	2
OG0027256	1	0	0	0	0	0	1	2
OG0027257	1	0	0	0	1	0	0	2
OG0027258	1	1	0	0	0	0	0	2
OG0027259	2	0	0	0	0	0	0	2
OG0027260	2	0	0	0	0	0	0	2
OG0027261	1	1	0	0	0	0	0	2
OG0027262	2	0	0	0	0	0	0	2
OG0027263	1	1	0	0	0	0	0	2
OG0027264	1	0	1	0	0	0	0	2
OG0027265	2	0	0	0	0	0	0	2
OG0027266	1	1	0	0	0	0	0	2
OG0027267	2	0	0	0	0	0	0	2
OG0027268	1	0	0	0	0	0	1	2
OG0027269	1	1	0	0	0	0	0	2
OG0027270	2	0	0	0	0	0	0	2
OG0027271	2	0	0	0	0	0	0	2
OG0027272	2	0	0	0	0	0	0	2
OG0027273	1	0	0	0	0	0	1	2
OG0027274	1	0	0	0	0	0	1	2
OG0027275	2	0	0	0	0	0	0	2
OG0027276	2	0	0	0	0	0	0	2
OG0027277	1	0	0	0	0	0	1	2
OG0027278	1	0	1	0	0	0	0	2
OG0027279	2	0	0	0	0	0	0	2
OG0027280	1	0	0	0	0	0	1	2
OG0027281	2	0	0	0	0	0	0	2
OG0027282	1	1	0	0	0	0	0	2
OG0027283	2	0	0	0	0	0	0	2
OG0027284	1	1	0	0	0	0	0	2
OG0027285	1	1	0	0	0	0	0	2
OG0027286	2	0	0	0	0	0	0	2
OG0027287	1	0	1	0	0	0	0	2
OG0027288	2	0	0	0	0	0	0	2
OG0027289	1	1	0	0	0	0	0	2
OG0027290	1	0	0	0	0	0	1	2
OG0027291	2	0	0	0	0	0	0	2
OG0027292	1	1	0	0	0	0	0	2
OG0027293	1	0	1	0	0	0	0	2
OG0027294	2	0	0	0	0	0	0	2
OG0027295	2	0	0	0	0	0	0	2
OG0027296	1	1	0	0	0	0	0	2
OG0027297	2	0	0	0	0	0	0	2
OG0027298	1	0	0	1	0	0	0	2
OG0027299	2	0	0	0	0	0	0	2
OG0027300	1	0	1	0	0	0	0	2
OG0027301	2	0	0	0	0	0	0	2
OG0027302	1	1	0	0	0	0	0	2
OG0027303	1	0	0	0	0	1	0	2
OG0027304	1	1	0	0	0	0	0	2
OG0027305	1	1	0	0	0	0	0	2
OG0027306	1	1	0	0	0	0	0	2
OG0027307	2	0	0	0	0	0	0	2
OG0027308	1	0	0	1	0	0	0	2
OG0027309	2	0	0	0	0	0	0	2
OG0027310	1	0	0	0	0	1	0	2
OG0027311	1	0	0	1	0	0	0	2
OG0027312	2	0	0	0	0	0	0	2
OG0027313	1	1	0	0	0	0	0	2
OG0027314	1	1	0	0	0	0	0	2
OG0027315	1	1	0	0	0	0	0	2
OG0027316	1	0	0	0	0	0	1	2
OG0027317	1	1	0	0	0	0	0	2
OG0027318	1	0	1	0	0	0	0	2
OG0027319	2	0	0	0	0	0	0	2
OG0027320	1	1	0	0	0	0	0	2
OG0027321	1	1	0	0	0	0	0	2
OG0027322	1	0	0	0	0	1	0	2
OG0027323	1	0	1	0	0	0	0	2
OG0027324	1	1	0	0	0	0	0	2
OG0027325	0	2	0	0	0	0	0	2
OG0027326	0	2	0	0	0	0	0	2
OG0027327	0	2	0	0	0	0	0	2
OG0027328	0	2	0	0	0	0	0	2
OG0027329	0	2	0	0	0	0	0	2
OG0027330	0	2	0	0	0	0	0	2
OG0027331	0	1	0	1	0	0	0	2
OG0027332	0	2	0	0	0	0	0	2
OG0027333	0	1	0	0	0	0	1	2
OG0027334	0	2	0	0	0	0	0	2
OG0027335	0	2	0	0	0	0	0	2
OG0027336	0	2	0	0	0	0	0	2
OG0027337	0	1	0	0	1	0	0	2
OG0027338	0	2	0	0	0	0	0	2
OG0027339	0	2	0	0	0	0	0	2
OG0027340	0	2	0	0	0	0	0	2
OG0027341	0	2	0	0	0	0	0	2
OG0027342	0	2	0	0	0	0	0	2
OG0027343	0	2	0	0	0	0	0	2
OG0027344	0	2	0	0	0	0	0	2
OG0027345	0	2	0	0	0	0	0	2
OG0027346	0	2	0	0	0	0	0	2
OG0027347	0	2	0	0	0	0	0	2
OG0027348	0	2	0	0	0	0	0	2
OG0027349	0	2	0	0	0	0	0	2
OG0027350	0	2	0	0	0	0	0	2
OG0027351	0	2	0	0	0	0	0	2
OG0027352	0	2	0	0	0	0	0	2
OG0027353	0	2	0	0	0	0	0	2
OG0027354	0	2	0	0	0	0	0	2
OG0027355	0	2	0	0	0	0	0	2
OG0027356	0	2	0	0	0	0	0	2
OG0027357	0	2	0	0	0	0	0	2
OG0027358	0	1	1	0	0	0	0	2
OG0027359	0	2	0	0	0	0	0	2
OG0027360	0	2	0	0	0	0	0	2
OG0027361	0	2	0	0	0	0	0	2
OG0027362	0	2	0	0	0	0	0	2
OG0027363	0	2	0	0	0	0	0	2
OG0027364	0	2	0	0	0	0	0	2
OG0027365	0	2	0	0	0	0	0	2
OG0027366	0	2	0	0	0	0	0	2
OG0027367	0	2	0	0	0	0	0	2
OG0027368	0	2	0	0	0	0	0	2
OG0027369	0	2	0	0	0	0	0	2
OG0027370	0	2	0	0	0	0	0	2
OG0027371	0	2	0	0	0	0	0	2
OG0027372	0	2	0	0	0	0	0	2
OG0027373	0	1	0	0	1	0	0	2
OG0027374	0	2	0	0	0	0	0	2
OG0027375	0	2	0	0	0	0	0	2
OG0027376	0	2	0	0	0	0	0	2
OG0027377	0	2	0	0	0	0	0	2
OG0027378	0	2	0	0	0	0	0	2
OG0027379	0	1	0	0	1	0	0	2
OG0027380	0	2	0	0	0	0	0	2
OG0027381	0	2	0	0	0	0	0	2
OG0027382	0	2	0	0	0	0	0	2
OG0027383	0	2	0	0	0	0	0	2
OG0027384	0	2	0	0	0	0	0	2
OG0027385	0	2	0	0	0	0	0	2
OG0027386	0	2	0	0	0	0	0	2
OG0027387	0	2	0	0	0	0	0	2
OG0027388	0	2	0	0	0	0	0	2
OG0027389	0	2	0	0	0	0	0	2
OG0027390	0	2	0	0	0	0	0	2
OG0027391	0	2	0	0	0	0	0	2
OG0027392	0	2	0	0	0	0	0	2
OG0027393	0	2	0	0	0	0	0	2
OG0027394	0	2	0	0	0	0	0	2
OG0027395	0	2	0	0	0	0	0	2
OG0027396	0	1	0	0	1	0	0	2
OG0027397	0	2	0	0	0	0	0	2
OG0027398	0	2	0	0	0	0	0	2
OG0027399	0	2	0	0	0	0	0	2
OG0027400	0	2	0	0	0	0	0	2
OG0027401	0	2	0	0	0	0	0	2
OG0027402	0	2	0	0	0	0	0	2
OG0027403	0	2	0	0	0	0	0	2
OG0027404	0	2	0	0	0	0	0	2
OG0027405	0	2	0	0	0	0	0	2
OG0027406	0	1	0	0	1	0	0	2
OG0027407	0	2	0	0	0	0	0	2
OG0027408	0	1	0	1	0	0	0	2
OG0027409	0	2	0	0	0	0	0	2
OG0027410	0	2	0	0	0	0	0	2
OG0027411	0	2	0	0	0	0	0	2
OG0027412	0	2	0	0	0	0	0	2
OG0027413	0	2	0	0	0	0	0	2
OG0027414	0	2	0	0	0	0	0	2
OG0027415	0	2	0	0	0	0	0	2
OG0027416	0	1	0	1	0	0	0	2
OG0027417	0	2	0	0	0	0	0	2
OG0027418	0	2	0	0	0	0	0	2
OG0027419	0	1	1	0	0	0	0	2
OG0027420	0	1	0	0	1	0	0	2
OG0027421	0	1	0	0	1	0	0	2
OG0027422	0	2	0	0	0	0	0	2
OG0027423	0	2	0	0	0	0	0	2
OG0027424	0	2	0	0	0	0	0	2
OG0027425	0	2	0	0	0	0	0	2
OG0027426	0	1	0	0	0	1	0	2
OG0027427	0	2	0	0	0	0	0	2
OG0027428	0	1	0	0	0	0	1	2
OG0027429	0	2	0	0	0	0	0	2
OG0027430	0	2	0	0	0	0	0	2
OG0027431	0	2	0	0	0	0	0	2
OG0027432	0	2	0	0	0	0	0	2
OG0027433	0	2	0	0	0	0	0	2
OG0027434	0	2	0	0	0	0	0	2
OG0027435	0	2	0	0	0	0	0	2
OG0027436	0	1	0	0	1	0	0	2
OG0027437	0	2	0	0	0	0	0	2
OG0027438	0	2	0	0	0	0	0	2
OG0027439	0	2	0	0	0	0	0	2
OG0027440	0	2	0	0	0	0	0	2
OG0027441	0	2	0	0	0	0	0	2
OG0027442	0	2	0	0	0	0	0	2
OG0027443	0	1	0	1	0	0	0	2
OG0027444	0	2	0	0	0	0	0	2
OG0027445	0	2	0	0	0	0	0	2
OG0027446	0	2	0	0	0	0	0	2
OG0027447	0	2	0	0	0	0	0	2
OG0027448	0	1	0	0	1	0	0	2
OG0027449	0	2	0	0	0	0	0	2
OG0027450	0	2	0	0	0	0	0	2
OG0027451	0	2	0	0	0	0	0	2
OG0027452	0	2	0	0	0	0	0	2
OG0027453	0	2	0	0	0	0	0	2
OG0027454	0	1	0	1	0	0	0	2
OG0027455	0	2	0	0	0	0	0	2
OG0027456	0	2	0	0	0	0	0	2
OG0027457	0	2	0	0	0	0	0	2
OG0027458	0	2	0	0	0	0	0	2
OG0027459	0	2	0	0	0	0	0	2
OG0027460	0	2	0	0	0	0	0	2
OG0027461	0	2	0	0	0	0	0	2
OG0027462	0	2	0	0	0	0	0	2
OG0027463	0	2	0	0	0	0	0	2
OG0027464	0	1	0	1	0	0	0	2
OG0027465	0	2	0	0	0	0	0	2
OG0027466	0	2	0	0	0	0	0	2
OG0027467	0	2	0	0	0	0	0	2
OG0027468	0	2	0	0	0	0	0	2
OG0027469	0	2	0	0	0	0	0	2
OG0027470	0	2	0	0	0	0	0	2
OG0027471	0	1	0	0	1	0	0	2
OG0027472	0	2	0	0	0	0	0	2
OG0027473	0	1	0	1	0	0	0	2
OG0027474	0	2	0	0	0	0	0	2
OG0027475	0	1	0	1	0	0	0	2
OG0027476	0	2	0	0	0	0	0	2
OG0027477	0	1	0	1	0	0	0	2
OG0027478	0	2	0	0	0	0	0	2
OG0027479	0	2	0	0	0	0	0	2
OG0027480	0	2	0	0	0	0	0	2
OG0027481	0	2	0	0	0	0	0	2
OG0027482	0	2	0	0	0	0	0	2
OG0027483	0	2	0	0	0	0	0	2
OG0027484	0	2	0	0	0	0	0	2
OG0027485	0	2	0	0	0	0	0	2
OG0027486	0	2	0	0	0	0	0	2
OG0027487	0	2	0	0	0	0	0	2
OG0027488	0	2	0	0	0	0	0	2
OG0027489	0	2	0	0	0	0	0	2
OG0027490	0	2	0	0	0	0	0	2
OG0027491	0	1	1	0	0	0	0	2
OG0027492	0	2	0	0	0	0	0	2
OG0027493	0	2	0	0	0	0	0	2
OG0027494	0	2	0	0	0	0	0	2
OG0027495	0	2	0	0	0	0	0	2
OG0027496	0	2	0	0	0	0	0	2
OG0027497	0	2	0	0	0	0	0	2
OG0027498	0	2	0	0	0	0	0	2
OG0027499	0	2	0	0	0	0	0	2
OG0027500	0	2	0	0	0	0	0	2
OG0027501	0	2	0	0	0	0	0	2
OG0027502	0	2	0	0	0	0	0	2
OG0027503	0	2	0	0	0	0	0	2
OG0027504	0	2	0	0	0	0	0	2
OG0027505	0	2	0	0	0	0	0	2
OG0027506	0	1	0	0	1	0	0	2
OG0027507	0	2	0	0	0	0	0	2
OG0027508	0	1	0	0	0	1	0	2
OG0027509	0	1	0	0	0	0	1	2
OG0027510	0	2	0	0	0	0	0	2
OG0027511	0	1	0	0	1	0	0	2
OG0027512	0	2	0	0	0	0	0	2
OG0027513	0	2	0	0	0	0	0	2
OG0027514	0	2	0	0	0	0	0	2
OG0027515	0	1	0	0	1	0	0	2
OG0027516	0	2	0	0	0	0	0	2
OG0027517	0	2	0	0	0	0	0	2
OG0027518	0	1	0	0	0	0	1	2
OG0027519	0	1	1	0	0	0	0	2
OG0027520	0	1	0	0	0	0	1	2
OG0027521	0	1	0	0	1	0	0	2
OG0027522	0	2	0	0	0	0	0	2
OG0027523	0	1	0	0	1	0	0	2
OG0027524	0	2	0	0	0	0	0	2
OG0027525	0	2	0	0	0	0	0	2
OG0027526	0	2	0	0	0	0	0	2
OG0027527	0	1	0	0	1	0	0	2
OG0027528	0	2	0	0	0	0	0	2
OG0027529	0	2	0	0	0	0	0	2
OG0027530	0	2	0	0	0	0	0	2
OG0027531	0	1	0	0	1	0	0	2
OG0027532	0	2	0	0	0	0	0	2
OG0027533	0	1	0	0	1	0	0	2
OG0027534	0	2	0	0	0	0	0	2
OG0027535	0	2	0	0	0	0	0	2
OG0027536	0	2	0	0	0	0	0	2
OG0027537	0	2	0	0	0	0	0	2
OG0027538	0	2	0	0	0	0	0	2
OG0027539	0	2	0	0	0	0	0	2
OG0027540	0	2	0	0	0	0	0	2
OG0027541	0	2	0	0	0	0	0	2
OG0027542	0	1	0	0	1	0	0	2
OG0027543	0	2	0	0	0	0	0	2
OG0027544	0	2	0	0	0	0	0	2
OG0027545	0	2	0	0	0	0	0	2
OG0027546	0	2	0	0	0	0	0	2
OG0027547	0	1	0	0	1	0	0	2
OG0027548	0	2	0	0	0	0	0	2
OG0027549	0	2	0	0	0	0	0	2
OG0027550	0	1	0	0	0	1	0	2
OG0027551	0	2	0	0	0	0	0	2
OG0027552	0	2	0	0	0	0	0	2
OG0027553	0	2	0	0	0	0	0	2
OG0027554	0	2	0	0	0	0	0	2
OG0027555	0	2	0	0	0	0	0	2
OG0027556	0	2	0	0	0	0	0	2
OG0027557	0	2	0	0	0	0	0	2
OG0027558	0	2	0	0	0	0	0	2
OG0027559	0	2	0	0	0	0	0	2
OG0027560	0	2	0	0	0	0	0	2
OG0027561	0	2	0	0	0	0	0	2
OG0027562	0	2	0	0	0	0	0	2
OG0027563	0	2	0	0	0	0	0	2
OG0027564	0	1	0	0	0	0	1	2
OG0027565	0	2	0	0	0	0	0	2
OG0027566	0	2	0	0	0	0	0	2
OG0027567	0	2	0	0	0	0	0	2
OG0027568	0	2	0	0	0	0	0	2
OG0027569	0	2	0	0	0	0	0	2
OG0027570	0	2	0	0	0	0	0	2
OG0027571	0	1	0	1	0	0	0	2
OG0027572	0	2	0	0	0	0	0	2
OG0027573	0	1	0	0	1	0	0	2
OG0027574	0	1	1	0	0	0	0	2
OG0027575	0	1	0	1	0	0	0	2
OG0027576	0	2	0	0	0	0	0	2
OG0027577	0	1	0	1	0	0	0	2
OG0027578	0	2	0	0	0	0	0	2
OG0027579	0	2	0	0	0	0	0	2
OG0027580	0	2	0	0	0	0	0	2
OG0027581	0	1	0	1	0	0	0	2
OG0027582	0	2	0	0	0	0	0	2
OG0027583	0	1	0	1	0	0	0	2
OG0027584	0	2	0	0	0	0	0	2
OG0027585	0	2	0	0	0	0	0	2
OG0027586	0	2	0	0	0	0	0	2
OG0027587	0	2	0	0	0	0	0	2
OG0027588	0	2	0	0	0	0	0	2
OG0027589	0	1	0	1	0	0	0	2
OG0027590	0	1	0	0	0	1	0	2
OG0027591	0	2	0	0	0	0	0	2
OG0027592	0	1	0	1	0	0	0	2
OG0027593	0	2	0	0	0	0	0	2
OG0027594	0	2	0	0	0	0	0	2
OG0027595	0	2	0	0	0	0	0	2
OG0027596	0	1	0	1	0	0	0	2
OG0027597	0	1	0	1	0	0	0	2
OG0027598	0	1	0	1	0	0	0	2
OG0027599	0	1	0	1	0	0	0	2
OG0027600	0	1	0	1	0	0	0	2
OG0027601	0	2	0	0	0	0	0	2
OG0027602	0	2	0	0	0	0	0	2
OG0027603	0	2	0	0	0	0	0	2
OG0027604	0	2	0	0	0	0	0	2
OG0027605	0	2	0	0	0	0	0	2
OG0027606	0	2	0	0	0	0	0	2
OG0027607	0	1	0	0	0	1	0	2
OG0027608	0	2	0	0	0	0	0	2
OG0027609	0	2	0	0	0	0	0	2
OG0027610	0	2	0	0	0	0	0	2
OG0027611	0	1	0	1	0	0	0	2
OG0027612	0	2	0	0	0	0	0	2
OG0027613	0	1	1	0	0	0	0	2
OG0027614	0	2	0	0	0	0	0	2
OG0027615	0	2	0	0	0	0	0	2
OG0027616	0	2	0	0	0	0	0	2
OG0027617	0	2	0	0	0	0	0	2
OG0027618	0	2	0	0	0	0	0	2
OG0027619	0	2	0	0	0	0	0	2
OG0027620	0	2	0	0	0	0	0	2
OG0027621	0	2	0	0	0	0	0	2
OG0027622	0	1	0	0	0	0	1	2
OG0027623	0	2	0	0	0	0	0	2
OG0027624	0	1	0	0	1	0	0	2
OG0027625	0	2	0	0	0	0	0	2
OG0027626	0	1	0	0	0	0	1	2
OG0027627	0	2	0	0	0	0	0	2
OG0027628	0	1	0	0	0	0	1	2
OG0027629	0	2	0	0	0	0	0	2
OG0027630	0	2	0	0	0	0	0	2
OG0027631	0	2	0	0	0	0	0	2
OG0027632	0	2	0	0	0	0	0	2
OG0027633	0	2	0	0	0	0	0	2
OG0027634	0	2	0	0	0	0	0	2
OG0027635	0	2	0	0	0	0	0	2
OG0027636	0	2	0	0	0	0	0	2
OG0027637	0	2	0	0	0	0	0	2
OG0027638	0	2	0	0	0	0	0	2
OG0027639	0	2	0	0	0	0	0	2
OG0027640	0	2	0	0	0	0	0	2
OG0027641	0	2	0	0	0	0	0	2
OG0027642	0	2	0	0	0	0	0	2
OG0027643	0	2	0	0	0	0	0	2
OG0027644	0	1	0	0	1	0	0	2
OG0027645	0	2	0	0	0	0	0	2
OG0027646	0	2	0	0	0	0	0	2
OG0027647	0	2	0	0	0	0	0	2
OG0027648	0	1	0	1	0	0	0	2
OG0027649	0	2	0	0	0	0	0	2
OG0027650	0	2	0	0	0	0	0	2
OG0027651	0	1	0	0	1	0	0	2
OG0027652	0	2	0	0	0	0	0	2
OG0027653	0	1	0	1	0	0	0	2
OG0027654	0	2	0	0	0	0	0	2
OG0027655	0	2	0	0	0	0	0	2
OG0027656	0	2	0	0	0	0	0	2
OG0027657	0	2	0	0	0	0	0	2
OG0027658	0	2	0	0	0	0	0	2
OG0027659	0	1	0	0	1	0	0	2
OG0027660	0	2	0	0	0	0	0	2
OG0027661	0	2	0	0	0	0	0	2
OG0027662	0	2	0	0	0	0	0	2
OG0027663	0	2	0	0	0	0	0	2
OG0027664	0	2	0	0	0	0	0	2
OG0027665	0	2	0	0	0	0	0	2
OG0027666	0	2	0	0	0	0	0	2
OG0027667	0	1	0	0	0	1	0	2
OG0027668	0	2	0	0	0	0	0	2
OG0027669	0	2	0	0	0	0	0	2
OG0027670	0	2	0	0	0	0	0	2
OG0027671	0	2	0	0	0	0	0	2
OG0027672	0	2	0	0	0	0	0	2
OG0027673	0	2	0	0	0	0	0	2
OG0027674	0	2	0	0	0	0	0	2
OG0027675	0	2	0	0	0	0	0	2
OG0027676	0	2	0	0	0	0	0	2
OG0027677	0	2	0	0	0	0	0	2
OG0027678	0	2	0	0	0	0	0	2
OG0027679	0	2	0	0	0	0	0	2
OG0027680	0	2	0	0	0	0	0	2
OG0027681	0	2	0	0	0	0	0	2
OG0027682	0	2	0	0	0	0	0	2
OG0027683	0	2	0	0	0	0	0	2
OG0027684	0	2	0	0	0	0	0	2
OG0027685	0	2	0	0	0	0	0	2
OG0027686	0	1	0	1	0	0	0	2
OG0027687	0	1	0	0	0	0	1	2
OG0027688	0	1	0	0	1	0	0	2
OG0027689	0	1	0	0	1	0	0	2
OG0027690	0	2	0	0	0	0	0	2
OG0027691	0	2	0	0	0	0	0	2
OG0027692	0	2	0	0	0	0	0	2
OG0027693	0	2	0	0	0	0	0	2
OG0027694	0	2	0	0	0	0	0	2
OG0027695	0	2	0	0	0	0	0	2
OG0027696	0	2	0	0	0	0	0	2
OG0027697	0	1	0	0	1	0	0	2
OG0027698	0	1	1	0	0	0	0	2
OG0027699	0	2	0	0	0	0	0	2
OG0027700	0	2	0	0	0	0	0	2
OG0027701	0	2	0	0	0	0	0	2
OG0027702	0	2	0	0	0	0	0	2
OG0027703	0	2	0	0	0	0	0	2
OG0027704	0	2	0	0	0	0	0	2
OG0027705	0	1	0	0	1	0	0	2
OG0027706	0	2	0	0	0	0	0	2
OG0027707	0	2	0	0	0	0	0	2
OG0027708	0	2	0	0	0	0	0	2
OG0027709	0	1	0	0	1	0	0	2
OG0027710	0	2	0	0	0	0	0	2
OG0027711	0	2	0	0	0	0	0	2
OG0027712	0	1	0	0	0	0	1	2
OG0027713	0	2	0	0	0	0	0	2
OG0027714	0	2	0	0	0	0	0	2
OG0027715	0	2	0	0	0	0	0	2
OG0027716	0	2	0	0	0	0	0	2
OG0027717	0	1	0	0	1	0	0	2
OG0027718	0	1	0	0	0	0	1	2
OG0027719	0	1	0	0	1	0	0	2
OG0027720	0	1	0	0	1	0	0	2
OG0027721	0	2	0	0	0	0	0	2
OG0027722	0	1	0	0	0	1	0	2
OG0027723	0	1	0	1	0	0	0	2
OG0027724	0	2	0	0	0	0	0	2
OG0027725	0	1	0	0	1	0	0	2
OG0027726	0	1	0	0	1	0	0	2
OG0027727	0	1	0	1	0	0	0	2
OG0027728	0	1	0	0	1	0	0	2
OG0027729	0	2	0	0	0	0	0	2
OG0027730	0	1	0	0	0	1	0	2
OG0027731	0	1	0	0	1	0	0	2
OG0027732	0	1	0	0	1	0	0	2
OG0027733	0	2	0	0	0	0	0	2
OG0027734	0	2	0	0	0	0	0	2
OG0027735	0	2	0	0	0	0	0	2
OG0027736	0	2	0	0	0	0	0	2
OG0027737	0	1	0	0	1	0	0	2
OG0027738	0	1	0	1	0	0	0	2
OG0027739	0	1	1	0	0	0	0	2
OG0027740	0	2	0	0	0	0	0	2
OG0027741	0	2	0	0	0	0	0	2
OG0027742	0	2	0	0	0	0	0	2
OG0027743	0	2	0	0	0	0	0	2
OG0027744	0	2	0	0	0	0	0	2
OG0027745	0	2	0	0	0	0	0	2
OG0027746	0	2	0	0	0	0	0	2
OG0027747	0	2	0	0	0	0	0	2
OG0027748	0	2	0	0	0	0	0	2
OG0027749	0	2	0	0	0	0	0	2
OG0027750	0	1	1	0	0	0	0	2
OG0027751	0	1	0	0	1	0	0	2
OG0027752	0	1	0	0	0	0	1	2
OG0027753	0	2	0	0	0	0	0	2
OG0027754	0	1	0	0	1	0	0	2
OG0027755	0	1	0	0	1	0	0	2
OG0027756	0	1	0	0	1	0	0	2
OG0027757	0	1	0	0	1	0	0	2
OG0027758	0	2	0	0	0	0	0	2
OG0027759	0	2	0	0	0	0	0	2
OG0027760	0	2	0	0	0	0	0	2
OG0027761	0	2	0	0	0	0	0	2
OG0027762	0	2	0	0	0	0	0	2
OG0027763	0	2	0	0	0	0	0	2
OG0027764	0	2	0	0	0	0	0	2
OG0027765	0	1	0	0	1	0	0	2
OG0027766	0	2	0	0	0	0	0	2
OG0027767	0	2	0	0	0	0	0	2
OG0027768	0	2	0	0	0	0	0	2
OG0027769	0	2	0	0	0	0	0	2
OG0027770	0	2	0	0	0	0	0	2
OG0027771	0	1	0	0	1	0	0	2
OG0027772	0	1	0	0	1	0	0	2
OG0027773	0	1	0	0	1	0	0	2
OG0027774	0	1	0	0	1	0	0	2
OG0027775	0	1	0	0	1	0	0	2
OG0027776	0	2	0	0	0	0	0	2
OG0027777	0	2	0	0	0	0	0	2
OG0027778	0	1	0	0	0	1	0	2
OG0027779	0	1	0	0	1	0	0	2
OG0027780	0	2	0	0	0	0	0	2
OG0027781	0	2	0	0	0	0	0	2
OG0027782	0	2	0	0	0	0	0	2
OG0027783	0	2	0	0	0	0	0	2
OG0027784	0	2	0	0	0	0	0	2
OG0027785	0	2	0	0	0	0	0	2
OG0027786	0	2	0	0	0	0	0	2
OG0027787	0	2	0	0	0	0	0	2
OG0027788	0	2	0	0	0	0	0	2
OG0027789	0	2	0	0	0	0	0	2
OG0027790	0	2	0	0	0	0	0	2
OG0027791	0	1	0	0	1	0	0	2
OG0027792	0	2	0	0	0	0	0	2
OG0027793	0	2	0	0	0	0	0	2
OG0027794	0	2	0	0	0	0	0	2
OG0027795	0	2	0	0	0	0	0	2
OG0027796	0	1	0	0	1	0	0	2
OG0027797	0	2	0	0	0	0	0	2
OG0027798	0	2	0	0	0	0	0	2
OG0027799	0	2	0	0	0	0	0	2
OG0027800	0	2	0	0	0	0	0	2
OG0027801	0	1	0	1	0	0	0	2
OG0027802	0	2	0	0	0	0	0	2
OG0027803	0	2	0	0	0	0	0	2
OG0027804	0	2	0	0	0	0	0	2
OG0027805	0	2	0	0	0	0	0	2
OG0027806	0	1	0	0	1	0	0	2
OG0027807	0	2	0	0	0	0	0	2
OG0027808	0	1	0	0	1	0	0	2
OG0027809	0	1	0	0	0	1	0	2
OG0027810	0	2	0	0	0	0	0	2
