Orthogroup	apple_prot	fruticosa_prot	peach_prot	subA___prot	subA_prot	subB_prot	sweet_cherry_prot	Total
OG0008265	2	3	1	1	1	1	1	10
OG0008266	2	4	1	1	1	1	0	10
OG0008267	2	4	1	1	1	0	1	10
OG0008268	2	3	1	1	1	1	1	10
OG0008269	2	3	1	1	1	1	1	10
OG0008270	2	3	1	1	1	1	1	10
OG0008271	3	1	1	1	1	2	1	10
OG0008272	3	2	1	1	1	1	1	10
OG0008273	1	3	2	1	1	1	1	10
OG0008274	2	2	2	1	1	1	1	10
OG0008275	2	3	1	1	1	1	1	10
OG0008276	2	3	1	1	1	1	1	10
OG0008277	1	4	1	1	1	1	1	10
OG0008278	2	3	1	1	1	1	1	10
OG0008279	2	3	1	1	1	1	1	10
OG0008280	7	2	0	0	0	0	1	10
OG0008281	1	4	1	1	1	1	1	10
OG0008282	2	3	1	1	1	1	1	10
OG0008283	2	3	1	1	1	1	1	10
OG0008284	2	3	1	1	1	1	1	10
OG0008285	2	3	1	1	1	1	1	10
OG0008286	2	3	1	1	1	1	1	10
OG0008287	2	4	1	1	1	1	0	10
OG0008288	1	4	1	1	1	1	1	10
OG0008289	1	3	1	1	1	1	2	10
OG0008290	3	3	1	1	1	0	1	10
OG0008291	2	2	1	1	1	1	2	10
OG0008292	1	4	1	1	1	1	1	10
OG0008293	2	3	1	1	1	1	1	10
OG0008294	2	3	1	1	1	1	1	10
OG0008295	1	4	1	1	1	1	1	10
OG0008296	1	2	1	1	1	2	2	10
OG0008297	2	1	2	1	1	2	1	10
OG0008298	3	2	1	1	1	1	1	10
OG0008299	1	4	1	1	1	1	1	10
OG0008300	2	3	1	1	1	1	1	10
OG0008301	4	2	1	1	0	1	1	10
OG0008302	1	4	1	1	1	1	1	10
OG0008303	2	3	1	1	1	1	1	10
OG0008304	2	4	1	1	1	1	0	10
OG0008305	3	2	1	1	1	1	1	10
OG0008306	2	3	1	1	1	1	1	10
OG0008307	2	3	1	1	1	1	1	10
OG0008308	2	3	1	1	1	1	1	10
OG0008309	2	3	1	1	1	1	1	10
OG0008310	2	4	1	1	0	1	1	10
OG0008311	2	3	1	1	1	1	1	10
OG0008312	2	3	1	1	1	1	1	10
OG0008313	1	4	1	1	1	1	1	10
OG0008314	2	4	1	1	0	1	1	10
OG0008315	2	3	1	1	1	1	1	10
OG0008316	2	3	1	1	1	1	1	10
OG0008317	2	4	1	1	0	1	1	10
OG0008318	3	2	1	1	1	1	1	10
OG0008319	2	3	1	1	1	1	1	10
OG0008320	1	4	1	1	1	1	1	10
OG0008321	1	4	1	1	1	1	1	10
OG0008322	2	2	1	1	2	1	1	10
OG0008323	2	4	1	1	1	0	1	10
OG0008324	2	4	1	1	0	1	1	10
OG0008325	2	3	1	1	1	1	1	10
OG0008326	2	3	1	1	1	1	1	10
OG0008327	2	3	1	1	1	1	1	10
OG0008328	2	4	1	1	1	0	1	10
OG0008329	2	2	3	0	0	2	1	10
OG0008330	2	3	1	1	1	1	1	10
OG0008331	2	3	1	1	1	1	1	10
OG0008332	5	2	1	1	0	0	1	10
OG0008333	1	2	2	1	2	1	1	10
OG0008334	2	3	1	1	1	1	1	10
OG0008335	2	3	1	1	1	1	1	10
OG0008336	2	2	3	1	1	1	0	10
OG0008337	2	3	1	1	1	1	1	10
OG0008338	2	3	1	1	1	1	1	10
OG0008339	2	3	1	1	1	1	1	10
OG0008340	2	2	1	2	1	1	1	10
OG0008341	3	2	1	1	1	1	1	10
OG0008342	2	3	1	1	1	1	1	10
OG0008343	2	3	1	1	1	1	1	10
OG0008344	5	1	1	1	0	1	1	10
OG0008345	3	2	1	1	1	1	1	10
OG0008346	1	4	1	1	1	1	1	10
OG0008347	1	4	1	1	1	1	1	10
OG0008348	2	3	1	1	1	0	2	10
OG0008349	2	3	1	1	1	1	1	10
OG0008350	2	3	1	1	1	1	1	10
OG0008351	2	3	1	1	0	2	1	10
OG0008352	2	3	1	1	1	1	1	10
OG0008353	1	3	1	1	1	2	1	10
OG0008354	2	3	1	1	1	1	1	10
OG0008355	1	4	1	1	1	1	1	10
OG0008356	3	2	1	1	1	1	1	10
OG0008357	3	2	1	1	1	1	1	10
OG0008358	1	4	1	1	1	1	1	10
OG0008359	2	3	1	1	1	1	1	10
OG0008360	2	3	1	1	1	1	1	10
OG0008361	2	3	1	1	1	1	1	10
OG0008362	2	3	1	1	1	1	1	10
OG0008363	2	3	1	1	1	1	1	10
OG0008364	2	4	1	1	1	0	1	10
OG0008365	3	2	1	1	1	1	1	10
OG0008366	1	4	1	1	1	1	1	10
OG0008367	2	3	1	1	1	1	1	10
OG0008368	2	3	1	1	0	2	1	10
OG0008369	1	4	1	1	1	1	1	10
OG0008370	2	2	2	1	1	1	1	10
OG0008371	2	3	1	1	1	1	1	10
OG0008372	2	3	1	1	1	1	1	10
OG0008373	2	2	1	1	1	1	2	10
OG0008374	2	3	1	1	1	1	1	10
OG0008375	2	3	1	1	1	1	1	10
OG0008376	2	3	1	1	1	1	1	10
OG0008377	1	5	1	1	1	1	0	10
OG0008378	1	4	1	1	1	1	1	10
OG0008379	2	3	1	1	1	1	1	10
OG0008380	2	3	1	1	1	1	1	10
OG0008381	2	3	1	1	1	1	1	10
OG0008382	2	4	1	1	1	0	1	10
OG0008383	1	4	1	1	1	1	1	10
OG0008384	1	4	1	1	1	1	1	10
OG0008385	1	3	1	1	1	1	2	10
OG0008386	2	3	1	1	1	1	1	10
OG0008387	2	3	1	1	1	1	1	10
OG0008388	1	4	1	1	1	1	1	10
OG0008389	2	3	1	1	1	1	1	10
OG0008390	1	3	2	0	0	2	2	10
OG0008391	1	4	1	1	1	1	1	10
OG0008392	3	2	1	1	1	1	1	10
OG0008393	1	4	1	1	1	1	1	10
OG0008394	3	3	1	0	1	1	1	10
OG0008395	2	3	1	1	1	1	1	10
OG0008396	2	3	1	1	1	1	1	10
OG0008397	1	3	1	1	1	2	1	10
OG0008398	2	3	1	1	1	1	1	10
OG0008399	2	3	1	1	1	1	1	10
OG0008400	2	3	1	1	1	1	1	10
OG0008401	2	3	1	1	1	1	1	10
OG0008402	2	3	1	1	1	1	1	10
OG0008403	2	2	1	1	1	2	1	10
OG0008404	1	4	1	1	1	1	1	10
OG0008405	2	3	1	1	1	1	1	10
OG0008406	1	3	1	2	1	1	1	10
OG0008407	2	3	1	1	1	1	1	10
OG0008408	1	4	1	1	1	1	1	10
OG0008409	2	3	1	1	1	1	1	10
OG0008410	2	3	1	1	0	1	2	10
OG0008411	2	3	1	1	1	1	1	10
OG0008412	1	4	1	1	1	1	1	10
OG0008413	2	3	1	1	1	1	1	10
OG0008414	2	3	1	1	1	1	1	10
OG0008415	2	3	1	1	1	1	1	10
OG0008416	3	2	1	1	1	1	1	10
OG0008417	1	4	1	1	1	1	1	10
OG0008418	2	4	1	1	1	1	0	10
OG0008419	1	4	1	1	1	1	1	10
OG0008420	1	4	1	1	1	1	1	10
OG0008421	2	3	1	1	1	1	1	10
OG0008422	1	4	1	1	1	1	1	10
OG0008423	2	3	1	1	1	1	1	10
OG0008424	2	3	1	1	1	1	1	10
OG0008425	2	3	1	1	1	1	1	10
OG0008426	2	3	1	1	1	1	1	10
OG0008427	2	3	2	1	0	1	1	10
OG0008428	2	2	1	1	1	1	2	10
OG0008429	2	3	1	1	1	0	2	10
OG0008430	2	3	1	1	1	1	1	10
OG0008431	2	3	1	1	1	1	1	10
OG0008432	2	3	1	1	1	1	1	10
OG0008433	2	3	1	1	1	1	1	10
OG0008434	2	3	1	1	1	1	1	10
OG0008435	2	3	1	1	1	1	1	10
OG0008436	2	3	1	1	1	1	1	10
OG0008437	2	3	1	1	1	1	1	10
OG0008438	2	3	1	1	1	1	1	10
OG0008439	3	2	1	1	1	1	1	10
OG0008440	2	3	1	1	1	1	1	10
OG0008441	2	3	1	1	1	1	1	10
OG0008442	2	3	1	1	1	1	1	10
OG0008443	2	3	1	1	1	1	1	10
OG0008444	1	4	1	1	1	1	1	10
OG0008445	2	3	1	0	2	1	1	10
OG0008446	2	3	1	1	1	1	1	10
OG0008447	1	4	1	1	1	1	1	10
OG0008448	2	3	1	1	1	1	1	10
OG0008449	2	3	1	1	1	1	1	10
OG0008450	1	2	1	1	1	2	2	10
OG0008451	2	2	0	1	1	1	3	10
OG0008452	1	4	1	1	1	1	1	10
OG0008453	1	4	1	1	1	1	1	10
OG0008454	2	3	1	1	1	1	1	10
OG0008455	2	3	1	1	1	1	1	10
OG0008456	2	3	1	1	1	1	1	10
OG0008457	2	3	1	1	1	1	1	10
OG0008458	1	4	1	1	1	1	1	10
OG0008459	1	4	1	1	1	1	1	10
OG0008460	2	3	1	1	1	1	1	10
OG0008461	2	4	1	1	1	0	1	10
OG0008462	2	3	1	1	1	1	1	10
OG0008463	2	3	1	0	1	0	3	10
OG0008464	2	3	1	1	1	1	1	10
OG0008465	3	2	1	1	1	1	1	10
OG0008466	1	4	1	1	1	1	1	10
OG0008467	1	3	2	1	1	1	1	10
OG0008468	2	4	1	1	1	0	1	10
OG0008469	3	2	1	1	1	1	1	10
OG0008470	2	3	1	1	1	1	1	10
OG0008471	2	3	1	1	1	1	1	10
OG0008472	3	2	1	1	1	1	1	10
OG0008473	2	3	1	1	1	1	1	10
OG0008474	2	3	1	1	1	1	1	10
OG0008475	4	1	1	1	1	1	1	10
OG0008476	1	5	1	1	0	1	1	10
OG0008477	2	3	1	1	1	1	1	10
OG0008478	2	3	1	1	1	1	1	10
OG0008479	2	3	1	1	1	1	1	10
OG0008480	2	4	1	1	0	1	1	10
OG0008481	2	3	1	1	1	1	1	10
OG0008482	2	3	1	1	1	1	1	10
OG0008483	1	4	1	1	1	1	1	10
OG0008484	2	3	1	1	1	1	1	10
OG0008485	2	2	1	1	2	1	1	10
OG0008486	1	4	1	1	1	1	1	10
OG0008487	2	3	1	1	1	1	1	10
OG0008488	2	3	1	1	1	1	1	10
OG0008489	2	3	1	1	1	1	1	10
OG0008490	2	2	1	1	1	2	1	10
OG0008491	2	3	1	1	1	1	1	10
OG0008492	2	3	1	1	1	1	1	10
OG0008493	3	2	1	1	1	0	2	10
OG0008494	2	3	1	1	1	1	1	10
OG0008495	2	3	1	1	1	1	1	10
OG0008496	2	3	1	1	1	1	1	10
OG0008497	2	3	1	1	1	1	1	10
OG0008498	2	3	1	1	1	1	1	10
OG0008499	2	3	1	1	1	1	1	10
OG0008500	2	3	1	1	1	1	1	10
OG0008501	2	3	1	1	1	1	1	10
OG0008502	2	3	1	1	1	1	1	10
OG0008503	1	3	2	1	1	1	1	10
OG0008504	2	3	1	1	1	1	1	10
OG0008505	2	3	1	1	1	1	1	10
OG0008506	2	3	1	1	1	1	1	10
OG0008507	1	4	1	1	1	1	1	10
OG0008508	2	3	1	1	1	1	1	10
OG0008509	1	4	1	1	1	1	1	10
OG0008510	2	3	1	1	1	1	1	10
OG0008511	2	3	1	1	1	1	1	10
OG0008512	2	4	1	1	1	1	0	10
OG0008513	2	3	1	1	1	1	1	10
OG0008514	2	2	2	1	1	1	1	10
OG0008515	3	2	1	1	1	1	1	10
OG0008516	2	3	1	1	1	1	1	10
OG0008517	2	3	1	1	1	1	1	10
OG0008518	2	4	1	1	1	0	1	10
OG0008519	2	3	1	1	1	1	1	10
OG0008520	2	3	1	1	1	1	1	10
OG0008521	1	4	1	0	0	1	3	10
OG0008522	2	3	1	1	1	1	1	10
OG0008523	2	3	1	1	1	1	1	10
OG0008524	2	3	1	1	1	1	1	10
OG0008525	2	3	1	1	1	1	1	10
OG0008526	1	4	1	1	1	1	1	10
OG0008527	2	3	1	1	1	1	1	10
OG0008528	2	3	1	1	1	1	1	10
OG0008529	2	2	1	2	1	1	1	10
OG0008530	2	3	1	1	1	1	1	10
OG0008531	1	4	1	1	1	1	1	10
OG0008532	2	3	1	1	1	1	1	10
OG0008533	2	3	1	1	1	1	1	10
OG0008534	2	4	1	1	1	1	0	10
OG0008535	2	4	1	1	1	0	1	10
OG0008536	2	4	1	1	1	0	1	10
OG0008537	2	3	1	1	1	1	1	10
OG0008538	2	3	1	1	1	1	1	10
OG0008539	2	3	2	1	1	0	1	10
OG0008540	2	3	1	1	1	1	1	10
OG0008541	2	4	1	0	1	1	1	10
OG0008542	2	3	1	1	1	1	1	10
OG0008543	2	3	1	1	1	1	1	10
OG0008544	2	3	1	1	1	1	1	10
OG0008545	2	3	1	1	1	1	1	10
OG0008546	2	3	1	1	1	1	1	10
OG0008547	2	3	1	1	1	1	1	10
OG0008548	2	4	1	1	1	1	0	10
OG0008549	1	5	1	1	1	1	0	10
OG0008550	1	4	1	1	1	1	1	10
OG0008551	2	2	2	1	1	1	1	10
OG0008552	3	2	1	1	1	1	1	10
OG0008553	2	3	1	1	1	0	2	10
OG0008554	2	3	1	1	1	1	1	10
OG0008555	2	3	1	1	1	1	1	10
OG0008556	2	3	1	1	1	1	1	10
OG0008557	1	4	1	1	1	1	1	10
OG0008558	2	3	1	1	1	1	1	10
OG0008559	2	3	1	1	1	1	1	10
OG0008560	3	3	1	1	1	0	1	10
OG0008561	2	3	1	1	1	1	1	10
OG0008562	2	3	1	1	1	1	1	10
OG0008563	2	3	1	1	1	1	1	10
OG0008564	2	2	1	1	2	1	1	10
OG0008565	2	4	1	1	1	0	1	10
OG0008566	2	4	1	1	1	0	1	10
OG0008567	2	3	1	1	1	1	1	10
OG0008568	2	3	1	1	1	1	1	10
OG0008569	1	4	1	0	1	1	2	10
OG0008570	2	3	1	1	1	1	1	10
OG0008571	2	3	1	1	1	1	1	10
OG0008572	1	4	1	1	1	1	1	10
OG0008573	1	4	1	1	1	1	1	10
OG0008574	2	3	1	1	1	1	1	10
OG0008575	1	4	1	1	1	1	1	10
OG0008576	2	3	1	1	1	1	1	10
OG0008577	2	3	1	1	1	1	1	10
OG0008578	2	3	1	1	1	1	1	10
OG0008579	2	5	1	0	1	0	1	10
OG0008580	2	4	1	1	0	1	1	10
OG0008581	2	3	1	1	1	1	1	10
OG0008582	4	1	1	1	1	1	1	10
OG0008583	2	3	1	1	1	1	1	10
OG0008584	2	4	0	1	1	1	1	10
OG0008585	3	2	1	1	1	1	1	10
OG0008586	1	4	1	1	1	1	1	10
OG0008587	2	3	1	1	1	1	1	10
OG0008588	1	3	1	1	1	1	2	10
OG0008589	2	3	1	1	1	1	1	10
OG0008590	2	3	1	1	1	1	1	10
OG0008591	1	4	1	1	1	1	1	10
OG0008592	2	4	1	1	1	1	0	10
OG0008593	1	4	1	1	1	1	1	10
OG0008594	2	3	1	1	1	1	1	10
OG0008595	1	4	1	1	1	1	1	10
OG0008596	2	3	1	1	1	1	1	10
OG0008597	2	3	1	1	1	1	1	10
OG0008598	2	4	1	1	1	0	1	10
OG0008599	2	3	1	1	1	1	1	10
OG0008600	1	4	1	1	1	1	1	10
OG0008601	1	4	1	1	1	1	1	10
OG0008602	2	3	1	1	1	1	1	10
OG0008603	2	3	1	1	1	1	1	10
OG0008604	2	3	1	1	1	1	1	10
OG0008605	2	2	1	1	1	2	1	10
OG0008606	2	3	1	1	1	1	1	10
OG0008607	2	4	1	1	1	1	0	10
OG0008608	2	3	1	1	1	1	1	10
OG0008609	2	3	1	1	1	1	1	10
OG0008610	1	4	1	1	1	1	1	10
OG0008611	2	3	1	1	1	1	1	10
OG0008612	2	3	1	1	1	1	1	10
OG0008613	3	3	1	1	1	0	1	10
OG0008614	3	3	1	1	1	0	1	10
OG0008615	2	4	1	1	1	0	1	10
OG0008616	3	2	1	1	1	1	1	10
OG0008617	2	3	1	1	1	1	1	10
OG0008618	2	3	1	1	1	1	1	10
OG0008619	2	3	1	1	1	1	1	10
OG0008620	2	3	1	1	1	1	1	10
OG0008621	2	2	1	1	1	1	2	10
OG0008622	1	4	1	1	1	1	1	10
OG0008623	2	4	1	1	1	1	0	10
OG0008624	2	3	1	1	1	1	1	10
OG0008625	2	3	1	1	1	1	1	10
OG0008626	2	3	1	1	1	1	1	10
OG0008627	2	4	1	1	0	1	1	10
OG0008628	2	4	1	1	1	0	1	10
OG0008629	2	3	1	1	1	1	1	10
OG0008630	1	4	1	1	1	1	1	10
OG0008631	2	2	2	1	1	1	1	10
OG0008632	1	3	2	1	1	1	1	10
OG0008633	1	3	2	1	1	1	1	10
OG0008634	2	3	1	1	1	1	1	10
OG0008635	2	3	1	1	1	1	1	10
OG0008636	1	4	1	1	1	1	1	10
OG0008637	2	4	1	1	1	0	1	10
OG0008638	2	3	1	1	1	1	1	10
OG0008639	3	3	1	1	1	0	1	10
OG0008640	2	3	1	1	1	1	1	10
OG0008641	1	3	2	1	1	1	1	10
OG0008642	2	3	1	1	1	1	1	10
OG0008643	1	4	1	2	1	0	1	10
OG0008644	3	3	1	1	1	0	1	10
OG0008645	2	3	1	1	1	1	1	10
OG0008646	2	3	1	1	1	1	1	10
OG0008647	2	3	1	1	1	1	1	10
OG0008648	2	3	1	1	1	1	1	10
OG0008649	2	3	1	1	1	1	1	10
OG0008650	1	3	1	2	1	0	2	10
OG0008651	1	3	1	1	1	1	2	10
OG0008652	2	3	1	1	1	1	1	10
OG0008653	2	3	1	1	1	1	1	10
OG0008654	2	3	1	1	1	1	1	10
OG0008655	1	4	1	1	1	1	1	10
OG0008656	3	4	1	0	0	1	1	10
OG0008657	2	2	1	1	1	2	1	10
OG0008658	2	2	1	1	1	1	2	10
OG0008659	2	3	1	1	1	1	1	10
OG0008660	2	3	1	1	1	1	1	10
OG0008661	2	3	1	1	1	1	1	10
OG0008662	1	2	2	1	1	1	2	10
OG0008663	2	3	1	1	1	1	1	10
OG0008664	2	4	1	1	1	0	1	10
OG0008665	2	3	1	1	1	1	1	10
OG0008666	2	3	1	1	1	1	1	10
OG0008667	2	3	1	1	1	1	1	10
OG0008668	2	2	1	1	1	1	2	10
OG0008669	2	4	1	0	1	1	1	10
OG0008670	2	4	1	1	0	1	1	10
OG0008671	2	3	1	1	1	1	1	10
OG0008672	2	3	1	1	1	1	1	10
OG0008673	2	3	1	1	1	1	1	10
OG0008674	1	4	1	1	1	1	1	10
OG0008675	1	4	1	1	1	1	1	10
OG0008676	2	3	1	1	1	1	1	10
OG0008677	2	3	1	1	1	1	1	10
OG0008678	2	3	1	1	1	1	1	10
OG0008679	1	5	1	1	1	0	1	10
OG0008680	2	3	1	1	1	1	1	10
OG0008681	2	3	1	1	1	1	1	10
OG0008682	2	3	1	1	1	1	1	10
OG0008683	2	3	1	1	1	1	1	10
OG0008684	1	2	2	1	1	1	2	10
OG0008685	2	3	1	1	1	1	1	10
OG0008686	2	5	0	1	1	1	0	10
OG0008687	3	2	1	1	1	1	1	10
OG0008688	2	3	1	1	1	1	1	10
OG0008689	2	3	1	1	1	1	1	10
OG0008690	2	3	1	1	1	1	1	10
OG0008691	1	3	1	1	1	1	2	10
OG0008692	2	3	1	1	1	1	1	10
OG0008693	2	3	1	1	1	1	1	10
OG0008694	2	3	1	1	1	1	1	10
OG0008695	2	3	1	1	1	1	1	10
OG0008696	3	3	1	1	0	1	1	10
OG0008697	2	3	1	1	1	1	1	10
OG0008698	1	4	1	1	1	1	1	10
OG0008699	1	3	2	1	1	1	1	10
OG0008700	2	3	1	1	1	1	1	10
OG0008701	2	3	1	1	1	1	1	10
OG0008702	2	3	1	1	1	1	1	10
OG0008703	2	3	1	1	1	1	1	10
OG0008704	2	3	1	1	1	1	1	10
OG0008705	2	1	1	1	1	2	2	10
OG0008706	2	3	1	1	1	1	1	10
OG0008707	2	3	1	1	1	1	1	10
OG0008708	1	4	1	1	1	1	1	10
OG0008709	2	4	1	0	1	1	1	10
OG0008710	2	3	1	1	1	1	1	10
OG0008711	3	2	1	1	1	1	1	10
OG0008712	1	4	1	1	1	1	1	10
OG0008713	2	3	1	1	1	1	1	10
OG0008714	2	3	1	1	1	1	1	10
OG0008715	2	3	1	1	1	1	1	10
OG0008716	2	4	1	1	1	0	1	10
OG0008717	1	4	1	0	1	1	2	10
OG0008718	2	3	1	1	1	1	1	10
OG0008719	2	2	1	1	1	1	2	10
OG0008720	2	3	1	1	1	1	1	10
OG0008721	2	2	2	1	1	1	1	10
OG0008722	2	3	1	1	1	1	1	10
OG0008723	1	4	1	1	1	1	1	10
OG0008724	1	4	2	0	1	1	1	10
OG0008725	2	4	1	1	1	0	1	10
OG0008726	2	3	1	1	1	1	1	10
OG0008727	2	3	1	1	1	1	1	10
OG0008728	2	3	1	1	1	1	1	10
OG0008729	1	3	1	1	1	2	1	10
OG0008730	1	4	1	1	1	1	1	10
OG0008731	2	3	1	1	1	1	1	10
OG0008732	2	3	1	1	1	1	1	10
OG0008733	2	3	1	1	1	1	1	10
OG0008734	2	3	1	1	1	1	1	10
OG0008735	1	4	1	1	1	1	1	10
OG0008736	1	1	2	2	1	0	3	10
OG0008737	1	4	1	1	1	1	1	10
OG0008738	2	3	1	1	1	1	1	10
OG0008739	2	3	1	1	1	1	1	10
OG0008740	1	4	1	1	1	1	1	10
OG0008741	2	3	1	1	1	1	1	10
OG0008742	2	3	1	1	1	1	1	10
OG0008743	2	2	1	1	2	1	1	10
OG0008744	2	3	1	1	1	1	1	10
OG0008745	2	3	1	1	1	1	1	10
OG0008746	1	5	0	1	2	0	1	10
OG0008747	2	3	1	1	1	1	1	10
OG0008748	1	4	1	1	1	1	1	10
OG0008749	2	3	1	1	1	1	1	10
OG0008750	1	4	1	1	1	1	1	10
OG0008751	2	3	1	1	1	1	1	10
OG0008752	2	3	1	1	1	1	1	10
OG0008753	2	3	1	1	1	1	1	10
OG0008754	3	1	1	2	1	1	1	10
OG0008755	1	4	1	1	1	1	1	10
OG0008756	1	4	1	1	1	1	1	10
OG0008757	2	2	2	1	1	1	1	10
OG0008758	1	4	1	1	1	1	1	10
OG0008759	2	4	1	1	0	1	1	10
OG0008760	1	3	1	1	1	1	2	10
OG0008761	1	4	1	1	1	1	1	10
OG0008762	2	4	1	1	1	0	1	10
OG0008763	2	3	1	1	1	1	1	10
OG0008764	2	3	1	1	1	1	1	10
OG0008765	2	3	1	1	1	1	1	10
OG0008766	2	3	1	1	1	1	1	10
OG0008767	2	2	1	1	1	1	2	10
OG0008768	2	3	1	1	1	1	1	10
OG0008769	2	3	1	1	1	1	1	10
OG0008770	2	3	1	1	1	1	1	10
OG0008771	2	3	1	1	1	1	1	10
OG0008772	5	0	1	1	1	1	1	10
OG0008773	3	3	1	0	1	1	1	10
OG0008774	2	3	1	1	1	1	1	10
OG0008775	2	3	1	0	2	1	1	10
OG0008776	2	4	1	1	1	1	0	10
OG0008777	2	3	1	1	1	1	1	10
OG0008778	2	3	1	1	1	1	1	10
OG0008779	2	3	1	1	1	1	1	10
OG0008780	2	4	1	1	1	0	1	10
OG0008781	2	3	1	1	1	1	1	10
OG0008782	2	1	2	2	1	1	1	10
OG0008783	3	2	1	1	1	1	1	10
OG0008784	2	3	1	1	1	1	1	10
OG0008785	2	3	1	1	1	1	1	10
OG0008786	2	3	1	1	1	1	1	10
OG0008787	2	4	1	1	1	0	1	10
OG0008788	2	3	1	1	1	1	1	10
OG0008789	1	3	1	1	0	2	2	10
OG0008790	1	4	1	1	1	1	1	10
OG0008791	2	2	1	2	1	1	1	10
OG0008792	2	3	1	1	1	1	1	10
OG0008793	2	3	1	1	1	1	1	10
OG0008794	1	4	1	1	1	1	1	10
OG0008795	2	3	1	1	1	1	1	10
OG0008796	1	4	1	1	1	1	1	10
OG0008797	2	3	1	1	1	1	1	10
OG0008798	2	3	1	1	1	1	1	10
OG0008799	2	3	1	1	1	1	1	10
OG0008800	2	3	1	1	1	1	1	10
OG0008801	2	3	1	1	1	1	1	10
OG0008802	2	3	1	1	1	1	1	10
OG0008803	1	4	1	1	1	1	1	10
OG0008804	2	5	1	0	0	1	1	10
OG0008805	2	4	1	0	1	1	1	10
OG0008806	1	4	1	1	1	1	1	10
OG0008807	2	3	1	1	1	1	1	10
OG0008808	2	2	1	1	1	1	2	10
OG0008809	1	3	1	1	1	2	1	10
OG0008810	2	3	1	1	1	1	1	10
OG0008811	2	3	1	1	1	1	1	10
OG0008812	2	3	1	1	1	1	1	10
OG0008813	2	3	1	1	1	1	1	10
OG0008814	1	7	0	0	0	2	0	10
OG0008815	2	3	1	1	1	1	1	10
OG0008816	2	3	1	1	1	1	1	10
OG0008817	2	4	1	1	0	1	1	10
OG0008818	3	2	1	1	1	1	1	10
OG0008819	2	3	1	1	1	1	1	10
OG0008820	2	3	1	1	1	1	1	10
OG0008821	1	4	1	1	1	1	1	10
OG0008822	1	4	1	1	1	1	1	10
OG0008823	3	2	1	1	1	1	1	10
OG0008824	2	3	1	1	1	1	1	10
OG0008825	2	3	1	1	1	1	1	10
OG0008826	1	4	1	1	1	1	1	10
OG0008827	2	3	1	1	1	1	1	10
OG0008828	2	3	1	1	1	1	1	10
OG0008829	2	3	1	1	1	1	1	10
OG0008830	1	5	1	1	1	1	0	10
OG0008831	1	4	1	1	1	1	1	10
OG0008832	2	3	2	1	1	1	0	10
OG0008833	2	3	1	1	1	1	1	10
OG0008834	2	3	1	1	1	1	1	10
OG0008835	2	4	1	1	1	0	1	10
OG0008836	2	3	1	1	1	1	1	10
OG0008837	2	3	1	1	1	1	1	10
OG0008838	3	2	1	1	1	1	1	10
OG0008839	2	3	1	1	1	1	1	10
OG0008840	1	8	1	0	0	0	0	10
OG0008841	2	3	1	1	1	1	1	10
OG0008842	2	3	1	1	1	1	1	10
OG0008843	2	3	1	1	1	1	1	10
OG0008844	2	3	1	1	1	1	1	10
OG0008845	2	3	1	1	1	1	1	10
OG0008846	2	3	1	1	1	1	1	10
OG0008847	2	3	1	1	1	1	1	10
OG0008848	2	3	1	1	1	1	1	10
OG0008849	2	3	1	1	1	1	1	10
OG0008850	2	3	1	1	1	1	1	10
OG0008851	2	3	1	1	1	1	1	10
OG0008852	2	3	1	1	1	1	1	10
OG0008853	2	4	1	1	1	1	0	10
OG0008854	2	3	1	1	0	2	1	10
OG0008855	1	4	1	1	1	1	1	10
OG0008856	2	1	1	1	1	2	2	10
OG0008857	2	3	1	1	1	1	1	10
OG0008858	1	3	1	2	0	2	1	10
OG0008859	2	3	1	1	1	1	1	10
OG0008860	1	4	1	1	1	1	1	10
OG0008861	3	2	1	1	1	1	1	10
OG0008862	2	3	1	1	1	1	1	10
OG0008863	1	3	1	1	2	1	1	10
OG0008864	1	4	1	1	1	1	1	10
OG0008865	2	2	1	1	2	1	1	10
OG0008866	2	3	1	1	1	1	1	10
OG0008867	3	3	1	1	1	1	0	10
OG0008868	2	3	1	1	1	1	1	10
OG0008869	2	3	1	1	1	1	1	10
OG0008870	2	5	1	1	1	0	0	10
OG0008871	2	3	1	1	1	1	1	10
OG0008872	3	3	1	1	0	1	1	10
OG0008873	2	3	1	1	1	1	1	10
OG0008874	2	3	1	1	1	1	1	10
OG0008875	2	3	1	1	1	1	1	10
OG0008876	4	1	1	1	1	1	1	10
OG0008877	1	4	1	1	1	1	1	10
OG0008878	2	3	1	1	1	1	1	10
OG0008879	2	3	1	1	1	1	1	10
OG0008880	2	3	1	1	1	1	1	10
OG0008881	2	3	1	1	1	1	1	10
OG0008882	3	2	1	1	1	1	1	10
OG0008883	2	3	1	1	1	1	1	10
OG0008884	2	3	1	1	1	1	1	10
OG0008885	2	3	1	1	1	1	1	10
OG0008886	2	3	1	1	1	1	1	10
OG0008887	2	3	1	1	1	1	1	10
OG0008888	2	1	3	1	1	1	1	10
OG0008889	2	3	1	1	1	1	1	10
OG0008890	2	3	1	1	1	1	1	10
OG0008891	2	3	1	1	1	1	1	10
OG0008892	1	5	1	1	0	1	1	10
OG0008893	2	3	1	1	1	1	1	10
OG0008894	1	3	1	1	1	1	2	10
OG0008895	1	5	1	0	1	1	1	10
OG0008896	2	3	1	1	1	1	1	10
OG0008897	2	3	1	1	1	1	1	10
